Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3,Idade_Anos,Likert_Score_Medio,Likert_Score_Std,Likert_Score_Min,Likert_Score_Max,Likert_Missing_Count,Tempo_Total,Tempo_Medio,Tempo_Std,Tempo_Min,Tempo_Max,Tem_Timeout,Performance_Score_Total,Performance_Score_Medio,Respostas_P_Media,Respostas_P_Std,Respostas_P_Missing,Quantidade_Total,Quantidade_Media,Razao_Sono,Razao_Q0413_Q0414,Hora_do_Dia,Dia_da_Semana,Fim_de_Semana,Consistencia_F07,Consistencia_F11
2C7N79OSL5HG,3.0,1.0,0.5294117647058824,1.0,2.0,FFFFFF,13.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,4.0,3.0,15.0,30.332,3.0,0.0,11.0,9.3,3.0,0.0,14.0,9.332,10.0,3.0,40.0,48.964,UNKNOWN,2.0,27.098,1.0,21.099,3.0,25.949,1.0,14.949,3.0,13.449,4.0,12.0,3.0,16.883,131.427,UNKNOWN,2.0,2.0,2.0,27.382,2.0,2.0,2.0,5,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,3.0,10.183,4.0,2.55,2.0,6.55,3.0,3.465,2.0,6.933,3.0,9.715,39.396,UNKNOWN,0.0,0.0,24.0,64.781,UNKNOWN,1.0,0.0,24.0,97.911,UNKNOWN,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,12.699,6.884,12.165,7.0,10.0,7.766,22.681,8.933,19.166,133.561,UNKNOWN,2025-03-09 11:37:01,38.462,42.857,68.571,69.41176470588235,3.2195882352941174,2.371421858791249,1.0,10.183,0,909.749,28.42965625,31.960825953848843,3.465,133.561,0,106.0,8.833333333333334,3.625,1.6278820596099706,0,12.0,2.0,0.99999950000025,3.3333322222225923,11.0,6.0,1,2.1081851067789197,2.69097905377525
B0PYE35PHHZ3,1.0,1.0,0.5294117647058824,1.0,2.0,FFFFFF,3.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,2.0,16.0,22.658,3.0,0.0,11.0,7.268,3.0,0.0,14.0,6.55,9.0,2.0,41.0,36.476,UNKNOWN,2.0,3.133,1.0,14.018,2.0,7.649,2.0,15.684,1.0,19.269,4.0,7.432,2.0,3.2,70.385,UNKNOWN,2.0,1.0,1.0,16.45,2.0,3.0,3.0,5,5.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0,4.6,4.0,3.5,4.0,5.5,1.0,5.2,2.0,4.0,3.0,1.7,24.5,UNKNOWN,1.0,0.0,24.0,61.82,UNKNOWN,16.0,0.0,24.0,171.99,UNKNOWN,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.904,10.668,6.187,4.286,3.352,3.915,4.004,7.6,5.401,74.638,UNKNOWN,2025-03-09 11:34:22,46.154,57.143,37.143,69.41176470588235,2.7705882352941176,1.412340568826422,1.0,5.0,0,597.287,18.66521875,21.34408155594271,1.7,74.638,0,104.0,8.666666666666666,2.1875,1.6007810593582121,0,12.0,2.0,0.9999996666667778,4.499997750001125,11.0,6.0,1,1.5898986690282428,1.1746580049407693
G6J8C0CDM3T5,1.0,1.0,0.47058823529411764,4.0,4.0,FFFFFF,3.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,1.0,16.0,20.616,3.0,0.0,11.0,19.215,2.0,1.0,15.0,8.617,8.0,2.0,42.0,48.448,UNKNOWN,3.0,8.233,4.0,11.199,1.0,26.332,4.0,16.116,3.0,9.633,1.0,4.416,2.0,6.6,82.529,UNKNOWN,2.0,2.0,2.0,31.294,1.0,3.0,2.0,5,4.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,17.333,2.0,4.298,2.0,6.316,3.0,3.365,2.0,4.999,3.0,5.131,41.442,UNKNOWN,2.0,0.0,24.0,61.313,UNKNOWN,5.0,0.0,24.0,164.66,UNKNOWN,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.383,6.051,8.417,6.083,6.283,9.182,7.749,7.284,6.899,83.328,UNKNOWN,2025-03-09 11:22:26,57.692,52.381,51.429,67.58823529411765,3.743,3.714287111950286,1.0,17.333,0,723.9749999999999,22.624218749999997,23.845367617664706,3.365,83.328,0,104.0,8.666666666666666,3.1875,1.7594980344783944,0,12.0,2.0,1.499999250000375,3.999998000001,11.0,6.0,1,1.536590742882148,5.267280036427041
R6GYK9DN29MY,3.0,0.0,0.47058823529411764,3.0,3.0,000000,12.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,14.0,0.0,5.0,54.446,6.0,0.0,8.0,26.982,5.0,6.0,12.0,21.115,25.0,6.0,25.0,102.543,UNKNOWN,4.0,5.483,4.0,14.249,4.0,18.549,4.0,33.499,4.0,16.599,4.0,7.883,3.0,9.016,105.278,UNKNOWN,2.0,1.0,1.0,27.415,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.3,4.0,3.7,4.0,2.5,3.0,1.8,4.0,2.1,3.0,2.0,17.4,UNKNOWN,1.0,0.0,24.0,67.53,UNKNOWN,2.0,0.0,24.0,121.628,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.049,7.35,8.466,3.748,4.981,6.881,7.566,8.616,8.716,88.396,UNKNOWN,2025-03-09 11:20:18,3.846,0.0,77.143,67.58823529411765,4.235294117647059,1.11351985639603,1.0,5.3,0,769.145,24.03578125,30.716882362104705,0.0,105.278,0,112.0,9.333333333333334,4.5,0.6324555320336759,0,10.0,1.6666666666666667,1.499999250000375,4.166665972222338,11.0,6.0,1,1.3333333333333335,0.7225945316308844
VWZNZDLVEZTS,1.0,0.0,0.5294117647058824,1.0,1.0,C09360,11.0,000000,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,3.0,0.0,16.0,17.805,3.0,0.0,11.0,10.266,3.0,0.0,14.0,14.1,9.0,0.0,41.0,42.171,UNKNOWN,2.0,18.781,3.0,14.099,4.0,2.7,3.0,21.966,3.0,12.583,4.0,15.016,4.0,10.499,95.644,UNKNOWN,2.0,2.0,1.0,35.682,1.0,3.0,2.0,5,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.015,4.0,3.232,2.0,7.893,4.0,4.431,3.0,7.266,3.0,1.547,28.384,UNKNOWN,1.0,0.0,24.0,56.348,UNKNOWN,0.0,0.0,24.0,84.863,UNKNOWN,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.617,5.685,9.267,6.332,5.715,4.917,11.883,6.683,6.716,85.396,UNKNOWN,2025-03-09 11:12:42,30.769,38.095,71.429,69.41176470588235,3.838058823529412,1.1764412687523031,1.0,5.0,0,706.685,22.08390625,24.196684664078735,1.547,95.644,0,100.0,8.333333333333334,3.5,1.5491933384829668,0,11.0,1.8333333333333333,1.499999250000375,9000000.0,11.0,6.0,1,1.3944333775567928,0.7335016676385756
PPFBBI1XMGVB,4.0,0.0,0.47058823529411764,3.0,5.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,000000,7.0,UNKNOWN,3.0,0.0,16.0,13.051,3.0,0.0,11.0,8.116,3.0,0.0,14.0,8.35,9.0,0.0,41.0,29.517,UNKNOWN,2.0,15.364,1.0,46.265,4.0,10.299,3.0,21.849,4.0,17.55,1.0,11.256,1.0,11.365,133.948,UNKNOWN,2.0,2.0,2.0,33.548,1.0,3.0,2.0,4,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,12.333,1.0,26.1,2.0,4.6,4.0,12.6,3.0,10.9,3.0,16.2,82.733,UNKNOWN,1.0,0.0,24.0,59.147,UNKNOWN,1.0,0.0,24.0,115.711,UNKNOWN,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,10.867,7.883,12.618,10.532,26.365,9.416,15.298,7.568,5.618,134.761,UNKNOWN,2025-03-09 11:11:37,38.462,57.143,57.143,67.58823529411765,4.966647058823529,5.989386330639147,1.0,26.1,0,940.332,29.385375,33.489675305209914,4.6,134.761,0,100.0,8.333333333333334,3.0625,1.8427786989579984,0,12.0,2.0,1.499999250000375,9000000.0,11.0,6.0,1,1.224744871391589,8.543535173911158
FA8ABS6QXX06,1.0,1.0,0.5294117647058824,3.0,2.0,FFFFFF,10.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,4.0,UNKNOWN,18.0,13.0,1.0,99.381,1.0,0.0,13.0,24.469,3.0,0.0,14.0,11.44,22.0,13.0,28.0,135.29,UNKNOWN,3.0,9.717,3.0,16.074,3.0,6.071,2.0,7.342,3.0,8.547,1.0,8.931,2.0,8.898,65.58,UNKNOWN,2.0,1.0,1.0,24.335,1.0,2.0,3.0,5,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.9,2.0,1.6,1.0,2.4,3.0,1.984,3.0,0.4,2.0,2.2,12.484,UNKNOWN,0.0,0.0,24.0,50.995,UNKNOWN,0.0,0.0,24.0,118.833,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,9.248,6.071,4.817,5.051,3.361,7.727,7.275,11.006,6.205,83.943,UNKNOWN,2025-03-09 11:09:20,15.385,52.381,68.571,69.41176470588235,2.676470588235294,1.0603828387454612,1.0,4.0,0,777.579,24.29934375,32.89178756272715,0.4,135.29,0,126.0,10.5,3.375,1.6278820596099706,0,10.0,1.6666666666666667,0.6666664444445185,1.6923075621301875,11.0,6.0,1,1.118033988749895,0.924951736192605
IJXFZ6VVVYIQ,1.0,0.0,0.5294117647058824,2.0,3.0,FFFFFF,8.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,4.0,UNKNOWN,13.0,2.0,6.0,83.181,11.0,3.0,3.0,55.635,5.0,0.0,12.0,0.0,29.0,5.0,21.0,138.816,0.0,4.0,15.502,1.0,12.999,1.0,15.883,2.0,6.433,2.0,11.883,2.0,18.286,1.0,18.699,99.685,UNKNOWN,0.0,1.0,1.0,26.153,1.0,4.0,3.0,4,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,10.6,1.0,6.1,1.0,8.9,1.0,12.0,2.0,10.1,2.0,6.6,54.3,UNKNOWN,0.0,0.0,24.0,60.999,UNKNOWN,0.0,0.0,24.0,106.067,UNKNOWN,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,6.333,6.133,17.948,11.333,5.951,11.98,6.533,8.932,8.149,109.067,UNKNOWN,2025-03-09 11:05:44,73.077,85.714,14.286,69.41176470588235,3.158823529411765,2.435944073539408,1.0,10.6,0,1021.49,31.9215625,36.609088755114335,0.0,138.816,0,110.0,9.166666666666666,2.125,1.6278820596099706,0,10.0,1.6666666666666667,1.333332888889037,5.799998840000232,11.0,6.0,1,1.092906420717,3.49098328350542
9RJ6JK1GD5FQ,3.0,1.0,0.5294117647058824,0.0,2.0,E0A876,10.0,44250A,1.0,9975A0,50505.0,000000,615B63,0.0,UNKNOWN,12.0,7.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,12.0,7.0,38.0,0.0,0.0,1.0,2.05,1.0,23.604,2.0,98.269,2.0,49.801,1.0,25.503,4.0,5.551,4.0,38.448,243.226,UNKNOWN,1.0,1.0,2.0,22.077,2.0,2.0,2.0,3,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,16.682,2.0,7.098,2.0,5.9,3.0,9.196,2.0,6.399,3.0,7.097,52.372,UNKNOWN,1.0,0.0,24.0,52.987,UNKNOWN,10.0,0.0,24.0,235.857,UNKNOWN,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.468,17.636,15.101,10.435,9.117,13.236,9.55,8.084,10.635,121.733,UNKNOWN,2025-03-09 10:49:22,26.923,38.095,37.143,69.41176470588235,3.987058823529412,3.485934961932527,2.0,16.682,0,965.636,30.176125,47.758278572849925,0.0,243.226,0,114.0,9.5,2.75,1.8439088914585775,0,10.0,1.6666666666666667,0.99999950000025,1.71428546938779,10.0,6.0,1,0.6666666666666666,5.066481985982552
8BDUW7B4D3PY,3.0,0.0,0.47058823529411764,2.0,5.0,FBDD92,8.0,D1B22C,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,5.0,UNKNOWN,14.0,1.0,5.0,104.245,7.0,4.0,7.0,0.0,0.0,0.0,17.0,0.0,21.0,5.0,29.0,104.245,10.0,4.0,16.449,3.0,34.865,1.0,12.466,4.0,21.633,4.0,12.199,4.0,16.649,4.0,12.883,127.144,UNKNOWN,3.0,1.0,2.0,30.013,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,13.6,4.0,15.9,4.0,8.2,1.0,22.6,4.0,14.4,1.0,14.2,88.9,UNKNOWN,0.0,0.0,24.0,73.68,UNKNOWN,1.0,0.0,24.0,144.627,UNKNOWN,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.93,5.468,12.25,4.482,3.498,6.401,6.783,5.265,6.065,77.163,UNKNOWN,2025-03-09 10:45:35,38.462,23.81,91.429,67.58823529411765,4.970588235294118,4.036979797119741,1.0,15.9,0,999.777,31.24303125,36.51056263823227,0.0,127.144,0,110.0,9.166666666666666,4.0625,1.3400870618483463,0,12.0,2.0,1.499999250000375,4.199999160000168,10.0,6.0,1,1.7638342073763935,5.628229231802333
VWME5IBTHGK5,3.0,1.0,0.5294117647058824,1.0,2.0,FFFFFF,13.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,17.0,1.0,2.0,59.665,5.0,2.0,9.0,58.481,8.0,1.0,9.0,0.0,30.0,4.0,20.0,118.146,0.0,4.0,7.033,4.0,13.148,2.0,13.116,4.0,17.733,1.0,2.916,4.0,3.517,1.0,11.432,68.895,UNKNOWN,2.0,2.0,3.0,15.932,2.0,1.0,2.0,3,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,3.0,11.295,4.0,5.032,0.0,10.611,2.0,8.11,3.0,15.66,4.0,7.783,58.491,UNKNOWN,0.0,0.0,24.0,79.914,UNKNOWN,5.0,0.0,24.0,166.675,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,6.817,4.733,8.2335,6.475,9.566,113.711,7.5415,6.249,9.666,180.0,0.0,2025-03-09 10:44:40,46.154,66.667,71.429,69.41176470588235,3.9015882352941174,2.373254702376663,0.0,11.295,0,1085.5749999999998,37.433620689655164,43.815198734012206,0.0,180.0,0,108.0,9.0,3.8461538461538463,1.5191090506255,3,12.0,2.0,0.499999750000125,7.499998125000468,10.0,6.0,1,1.3017082793177757,3.3008371854728003
BO4MSX78NOO3,3.0,1.0,0.47058823529411764,2.0,2.0,D1AA85,3.0,614121,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,19.0,0.0,0.0,49.323,11.0,0.0,3.0,38.485,17.0,0.0,0.0,27.897,47.0,0.0,3.0,115.705,UNKNOWN,2.0,13.832,1.0,10.286,2.0,18.482,2.0,5.736,1.0,6.657,4.0,4.65,2.0,13.664,73.307,UNKNOWN,1.0,0.0,1.0,20.237,1.0,1.0,2.0,3,2.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,2.9,2.0,3.8,1.0,4.3,1.0,2.8,1.0,3.3,2.0,1.9,19.0,UNKNOWN,0.0,0.0,24.0,33.567,UNKNOWN,0.0,0.0,24.0,97.174,UNKNOWN,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.67,3.613,9.668,9.148,10.921,5.486,4.264,6.539,5.268,82.271,UNKNOWN,2025-03-09 10:21:56,50.0,47.619,37.143,67.58823529411765,2.158823529411765,1.2654341268559832,1.0,5.0,0,740.738,23.1480625,26.968009115865176,1.9,115.705,0,100.0,8.333333333333334,2.1875,1.6007810593582121,0,6.0,1.0,0.499999750000125,47000000.0,10.0,6.0,1,1.4240006242195884,1.0582161539928543
JCRYFTJLLOH6,0.0,0.0,0.29411764705882354,4.0,3.0,FFFFFF,11.0,FFFFFF,0.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,0.0,2.0,19.0,16.85,0.0,3.0,14.0,18.065,1.0,2.0,16.0,12.0,1.0,7.0,49.0,46.915,UNKNOWN,4.0,6.383,4.0,3.85,4.0,13.899,4.0,15.816,4.0,2.8,3.0,12.199,4.0,4.85,59.797,UNKNOWN,2.0,1.0,0.0,22.731,1.0,3.0,1.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,10.915,4.0,6.909,4.0,2.572,4.0,1.713,4.0,1.114,3.0,5.155,28.378,UNKNOWN,0.0,0.0,24.0,81.063,UNKNOWN,25.0,0.0,8.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.216,2.366,10.282,6.5,3.65,7.831,5.432,10.966,6.117,80.713,UNKNOWN,2025-02-09 12:06:41,3.846,14.286,88.571,62.11764705882353,4.5778823529411765,2.2994889345883176,0.0,10.915,0,600.9259999999999,18.778937499999998,24.670294979652443,1.114,88.571,0,114.0,9.5,4.5,0.6324555320336759,0,8.0,1.3333333333333333,2.9999970000030003,0.1428571224489825,12.0,6.0,1,1.3333333333333335,3.170638376460758
W62AYIMD5V8A,0.0,0.0,0.29411764705882354,4.0,0.0,FFFFFF,7.0,FFFFFF,1.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,3.0,0.0,16.0,15.214,3.0,0.0,11.0,11.85,3.0,1.0,14.0,19.465,9.0,1.0,41.0,46.529,UNKNOWN,3.0,2.899,3.0,3.617,2.0,7.283,2.0,17.283,4.0,3.749,2.0,4.317,1.0,11.199,50.347,UNKNOWN,2.0,1.0,1.0,41.348,3.0,4.0,2.0,5,3.0,2.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,0.0,4.019,1.0,5.153,2.0,8.298,1.0,6.299,2.0,8.499,1.0,5.659,37.927,UNKNOWN,2.0,0.0,24.0,71.447,UNKNOWN,5.0,0.0,24.0,181.792,UNKNOWN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.916,9.899,10.381,11.082,10.482,13.233,10.066,10.032,10.55,125.745,UNKNOWN,2025-02-09 12:02:04,38.462,95.238,68.571,62.11764705882353,2.4218823529411764,1.6006254590922004,0.0,5.153,0,799.886,24.9964375,29.298350191289806,2.899,125.745,0,102.0,8.5,1.625,0.9574271077563381,0,13.0,2.1666666666666665,1.9999990000005,8.999991000009,12.0,6.0,1,1.481365736219265,1.7326310298832486
BKB8XB7FOC8J,0.0,0.0,0.29411764705882354,4.0,2.0,EBEBEB,7.0,151512,2.0,CB2027,50505.0,4175F6,ED2B50,6.0,UNKNOWN,2.0,2.0,17.0,48.231,3.0,0.0,11.0,19.7,3.0,0.0,14.0,12.732,8.0,2.0,42.0,80.663,UNKNOWN,3.0,17.133,4.0,12.65,4.0,11.982,4.0,54.964,3.0,14.617,4.0,9.549,4.0,9.799,130.694,UNKNOWN,2.0,1.0,1.0,22.032,2.0,2.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4.4,4.0,2.8,2.0,2.9,4.0,2.1,3.0,3.8,3.0,3.2,19.2,UNKNOWN,0.0,0.0,24.0,81.112,UNKNOWN,1.0,0.0,24.0,169.508,UNKNOWN,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.483,4.717,6.633,6.05,7.364,12.083,4.898,12.183,7.532,94.762,UNKNOWN,2025-02-09 11:57:27,26.923,71.429,74.286,62.11764705882353,3.894117647058823,1.3325120019324848,1.0,5.0,0,893.401,27.91878125,33.080717729014495,2.1,130.694,0,104.0,8.666666666666666,4.1875,1.1086778913041726,0,10.0,1.6666666666666667,0.99999950000025,3.999998000001,11.0,6.0,1,1.3333333333333335,0.9118270512704542
7OQZZVBZWLPV,0.0,0.0,0.29411764705882354,4.0,2.0,FFFFFF,11.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,0.0,UNKNOWN,1.0,1.0,18.0,26.884,0.0,0.0,14.0,1.881,0.0,1.0,17.0,9.093,1.0,2.0,49.0,37.858,UNKNOWN,3.0,13.336,3.0,2.145,4.0,13.289,3.0,17.232,4.0,3.417,4.0,7.656,3.0,5.866,62.941,UNKNOWN,2.0,1.0,1.0,27.892,1.0,3.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,27.4,4.0,8.7,3.0,6.598,3.0,2.9,4.0,3.9,3.0,2.6,52.098,UNKNOWN,0.0,0.0,24.0,57.416,UNKNOWN,14.0,0.0,24.0,182.289,UNKNOWN,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.149,4.563,7.893,3.83,2.881,7.261,7.361,9.226,5.781,73.059,UNKNOWN,2025-02-09 11:54:38,11.538,33.333,85.714,62.11764705882353,5.7705882352941185,5.78983642967165,1.0,27.4,0,610.5909999999999,19.080968749999997,23.03338269175412,1.881,85.714,0,104.0,8.666666666666666,4.3125,0.873212459828649,0,10.0,1.6666666666666667,1.499999250000375,0.499999750000125,11.0,6.0,1,1.3333333333333335,8.399819300777503
07FQ5X0LS90U,0.0,0.0,0.29411764705882354,4.0,6.0,FFFFFF,10.0,FFFFFF,2.0,FFFFFF,50505.0,FFFFFF,FFFFFF,2.0,UNKNOWN,5.0,5.0,14.0,26.141,2.0,1.0,12.0,11.872,2.0,1.0,15.0,8.057,9.0,7.0,41.0,46.07,UNKNOWN,2.0,9.391,4.0,7.079,3.0,30.383,3.0,7.159,3.0,15.683,3.0,15.104,4.0,5.063,89.862,UNKNOWN,2.0,2.0,2.0,23.966,2.0,1.0,3.0,5,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,3.499,4.0,1.817,3.0,4.396,4.0,1.8,4.0,3.348,4.0,4.965,19.825,UNKNOWN,1.0,0.0,24.0,82.428,UNKNOWN,0.0,0.0,24.0,112.537,UNKNOWN,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,7.833,14.399,10.499,12.299,8.083,8.449,8.782,9.065,18.447,136.793,UNKNOWN,2025-02-09 11:52:35,30.769,33.333,68.571,62.11764705882353,3.9009411764705884,1.11382435052549,1.0,5.0,0,779.914,24.3723125,30.133974440432063,1.8,136.793,0,114.0,9.5,3.9375,1.2893796958227628,0,12.0,2.0,0.33333322222225925,1.2857141020408425,11.0,6.0,1,1.3017082793177757,0.7855851322422032
QEDFF16ADZS5,0.0,0.0,0.35294117647058826,4.0,0.0,FFFFFF,3.0,230000,1.0,FFFFFF,653000.0,252525,FEFEFE,0.0,UNKNOWN,1.0,2.0,18.0,16.932,3.0,0.0,11.0,9.666,1.0,1.0,16.0,13.233,5.0,3.0,45.0,39.831,UNKNOWN,3.0,16.433,3.0,10.566,3.0,7.766,2.0,12.433,2.0,15.232,4.0,10.267,3.0,10.859,83.556,UNKNOWN,1.0,2.0,2.0,33.732,2.0,3.0,2.0,3,3.0,4.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,18.415,4.0,5.141,2.0,8.502,4.0,11.108,3.0,2.195,3.0,2.912,48.273,UNKNOWN,1.0,0.0,24.0,66.03,UNKNOWN,1.0,0.0,24.0,125.061,UNKNOWN,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,6.648,6.048,13.666,6.933,11.066,6.966,9.482,10.35,11.482,110.042,UNKNOWN,2025-02-09 11:51:33,26.923,28.571,48.571,63.94117647058823,3.9738823529411764,3.961395822218996,1.0,18.415,0,716.274,22.3835625,24.75984442983268,2.195,110.042,0,106.0,8.833333333333334,2.8125,1.6007810593582121,0,12.0,2.0,1.499999250000375,1.6666661111112961,11.0,6.0,1,1.6158932858054431,5.446879368697535
ED5N7KV7D06H,0.0,0.0,0.29411764705882354,4.0,2.0,FFE2BE,7.0,1C160F,2.0,EDA04A,50505.0,130E5B,FFFFFF,0.0,UNKNOWN,8.0,9.0,11.0,75.212,0.0,0.0,14.0,4.917,0.0,0.0,17.0,1.583,8.0,9.0,42.0,81.712,UNKNOWN,2.0,12.033,2.0,1.784,2.0,5.349,2.0,10.516,2.0,5.584,1.0,10.066,1.0,4.1,49.432,UNKNOWN,0.0,0.0,1.0,19.582,3.0,4.0,3.0,1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,0.0,3.892,0.0,4.338,1.0,3.088,1.0,2.143,1.0,3.503,2.0,3.164,20.128,UNKNOWN,1.0,0.0,24.0,101.412,UNKNOWN,4.0,0.0,24.0,170.025,UNKNOWN,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.233,6.016,6.05,6.416,6.949,6.283,6.033,4.833,4.799,79.33,UNKNOWN,2025-02-09 11:41:37,80.769,66.667,34.286,62.11764705882353,1.8370588235294119,1.4490203790228522,0.0,5.0,0,726.9720000000001,22.717875000000003,30.356158723321435,1.583,101.412,0,118.0,9.833333333333334,1.5625,1.0307764064044151,0,11.0,1.8333333333333333,1.333332888889037,0.8888887901234679,11.0,6.0,1,1.3228756555322954,1.6512677164616802
